Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 11,22H2,Pro,2022/12/20,22621.963,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/12/20,19043.2364,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/11/15,19043.2251,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/10/18,19043.213,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/09/20,19043.2006,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/08/16,19043.1889,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/07/19,19043.1826,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/06/21,19043.1766,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/05/17,19043.1706,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/04/19,19043.1645,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/01/11,19043.1466,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H2,Pro,2021/12/14,19043.1415,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2021/12/14,19043.1415,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2021/11/09,19043.1348,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2021/10/12,19043.1288,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2021/09/14,19043.1237,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2021/08/10,19043.1165,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2021/07/13,19043.111,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2021/06/08,19043.1052,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2022/04/19,19042.1645,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2022/01/11,19042.1466,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/05/11,19041.985,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/05/11,19041.985,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/04/13,19041.928,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/04/13,19041.928,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/03/09,19041.867,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/03/09,19041.867,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/02/09,19041.804,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/02/09,19041.804,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/01/12,19041.746,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/01/12,19041.746,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/12/08,19041.685,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2020/12/08,19041.685,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2020/11/19,19041.631,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/11/10,19041.63,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/10/13,19041.572,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/09/08,19041.508,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/08/11,19041.45,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/07/14,19041.388,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/06/09,19041.329,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/05/27,19041.264,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2020/04/16,19041.208,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H2,Pro,2022/03/15,19041.1586,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/03/15,19041.1586,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2022/03/15,19041.1586,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H2,Pro,2022/02/15,19041.1526,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,21H1,Pro,2022/02/15,19041.1526,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2022/02/15,19041.1526,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/12/14,19041.1415,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/11/09,19041.1348,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/11/09,19041.1348,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/10/12,19041.1288,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/10/12,19041.1288,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/09/14,19041.1237,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/09/14,19041.1237,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/08/10,19041.1165,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/08/10,19041.1165,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/07/13,19041.111,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/07/13,19041.111,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,2004,Pro,2021/06/08,19041.1052,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,20H2,Pro,2021/06/08,19041.1052,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2020/07/14,18363.959,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2020/06/09,18363.9,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2020/05/12,18363.836,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2020/04/14,18363.778,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2020/03/12,18363.72,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2020/02/11,18363.657,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2020/01/14,18363.592,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2019/12/10,18363.535,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2019/10/05,18363.418,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2021/06/08,18363.1621,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
1,0,,Microsoft-Windows-Diagnosis-PCW/Operational,,,Errors,Windows 10,1909,Pro,2021/05/11,18363.1556,Provider {ProviderGuid} failed to register. Error: '{Error}',{ProviderGuid} | {Error}
