Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H2,Pro,2022/07/19,19044.1826,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 11,21H1,Pro,2022/07/19,19043.1826,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/05/11,19041.985,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/04/13,19041.928,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/03/09,19041.867,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/02/09,19041.804,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/01/12,19041.746,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/12/08,19041.685,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/11/10,19041.63,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/10/13,19041.572,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/09/08,19041.508,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/08/11,19041.45,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/07/14,19041.388,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/06/09,19041.329,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/05/27,19041.264,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2020/04/16,19041.208,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/07/13,19041.111,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/07/14,18363.959,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/06/09,18363.9,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/05/12,18363.836,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/04/14,18363.778,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/03/12,18363.72,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/02/11,18363.657,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/01/14,18363.592,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2019/12/10,18363.535,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2019/10/05,18363.418,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2021/04/13,18363.15,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2021/03/09,18363.144,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/07/14,18362.959,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/05/12,18362.836,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/03/12,18362.72,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/02/11,18362.657,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/12/10,18362.535,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/11/12,18362.476,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/09/10,18362.356,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/03/29,18362.3,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/07/09,18362.239,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/06/11,18362.175,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2020/01/14,17763.973,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1809,Pro,2020/01/14,17763.973,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2019/12/10,17763.914,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1809,Pro,2019/12/10,17763.914,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2019/11/12,17763.864,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1809,Pro,2019/11/12,17763.864,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1809,Pro,2019/10/08,17763.805,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows Server 2019,1809,Standard,2019/09/10,17763.737,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
1,0,Warning,Application,,,,Windows 10,1809,Pro,2019/09/10,17763.737,The file {FileName} could not be processed by the application {ApplicationName} because it requires Indeo® Decoders of type {ContentType},{FileName} | {ApplicationName} | {ContentType}
