Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
25001,0,Information,Microsoft-Windows-VWiFi/Diagnostic,EnableVWiFi,Start,,Windows 7,SP1,Ultimate,1970/01/01,7601.0,Received request to enable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,24H2,Pro,2024/10/2,26100.1742,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,22H2,Pro,2022/12/20,22621.963,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,22H2,Pro,2022/11/15,22621.819,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,22H2,Pro,2022/10/18,22621.674,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,22H2,Pro,2022/09/20,22621.382,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,22H2,Pro,2023/03/21,22621.1413,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,22H2,Pro,2023/02/21,22621.1265,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,22H2,Pro,2023/01/17,22621.1105,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/09/20,22000.978,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/08/16,22000.856,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/07/19,22000.795,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/06/21,22000.739,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/05/17,22000.675,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/04/19,22000.613,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/03/15,22000.556,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/02/15,22000.493,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/01/11,22000.434,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2021/12/14,22000.376,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2021/11/09,22000.318,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2021/09/16,22000.194,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2023/03/21,22000.1696,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2023/02/21,22000.1574,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2023/01/17,22000.1455,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/12/20,22000.1335,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/11/15,22000.1219,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro,2022/10/18,22000.1098,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,22H2,Pro,2023/03/21,19045.2728,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,22H2,Pro,2023/02/21,19045.2604,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,22H2,Pro,2023/01/17,19045.2486,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,22H2,Pro,2022/12/20,19045.2364,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,22H2,Pro,2022/11/15,19045.2251,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2023/03/21,19044.2728,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2023/02/21,19044.2604,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2023/01/17,19044.2486,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/12/20,19044.2364,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/11/15,19044.2251,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/10/18,19044.213,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/09/20,19044.2006,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/08/16,19044.1889,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/07/19,19044.1826,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2021/04/13,19043.928,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/12/20,19043.2364,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/11/15,19043.2251,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/10/18,19043.213,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/09/20,19043.2006,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/08/16,19043.1889,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/07/19,19043.1826,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/06/21,19043.1766,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/05/17,19043.1706,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/04/19,19043.1645,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/01/11,19043.1466,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2021/12/14,19043.1415,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2021/12/14,19043.1415,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2021/11/09,19043.1348,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2021/10/12,19043.1288,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2021/09/14,19043.1237,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2021/08/10,19043.1165,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2021/07/13,19043.111,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2021/06/08,19043.1052,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2022/04/19,19042.1645,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2022/01/11,19042.1466,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/05/11,19041.985,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/05/11,19041.985,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/04/13,19041.928,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/04/13,19041.928,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/03/09,19041.867,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/03/09,19041.867,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/02/09,19041.804,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/02/09,19041.804,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/01/12,19041.746,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/01/12,19041.746,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/12/08,19041.685,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2020/12/08,19041.685,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2020/11/19,19041.631,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/11/10,19041.63,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/10/13,19041.572,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/09/08,19041.508,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/08/11,19041.45,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/07/14,19041.388,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/06/09,19041.329,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/05/27,19041.264,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2020/04/16,19041.208,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/11/09,19041.1348,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/10/12,19041.1288,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/09/14,19041.1237,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/08/10,19041.1165,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,2004,Pro,2021/07/13,19041.111,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
25002,0,Information,Microsoft-Windows-VWiFi/Diagnostic,DisableVWiFi,Start,,Windows 10,20H2,Pro,2021/07/13,19041.111,Received request to disable virtualization. 	Network Adapter: {FriendlyName}	Interface GUID: {IfGuid},{FriendlyName} | {IfGuid}
