Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1000,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {hresult},{Object} | {ChannelId} | {StatusDescription} | {hresult}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2019,1809,Standard,2019/03/12,17763.379,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2016,1607,Standard,2016/11/08,14393.447,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2016,1607,Standard,2016/10/12,14393.0,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2021/09/14,20348.230,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows Server 2022,21H2,Standard,2021/11/09,20348.350,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/08/13,17134.950,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/09/10,17134.1006,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/01/08,17763.253,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/03/12,17134.648,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,1970/01/01,17134.1,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2018/08/14,17134.228,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/01/08,17134.523,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/04/09,17134.706,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2018/09/11,17134.285,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2018/06/12,17134.112,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/06/11,17134.829,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/05/19,17134.766,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1803,Pro,2019/07/09,17134.885,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/01/12,19041.746,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2022/02/15,19041.1526,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2022/04/19,19042.1645,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/04/13,19041.928,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/03/09,19041.867,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/07/13,19041.1110,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/11/09,19041.1348,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2020/12/08,19041.685,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/09/14,19041.1237,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/12/14,19041.1415,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2020/11/19,19041.631,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/10/12,19041.1288,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/02/09,19041.804,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2022/03/15,19041.1586,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2022/01/11,19042.1466,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/06/08,19041.1052,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/08/10,19041.1165,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,20H2,Pro,2021/05/11,19041.985,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1607,Pro,2016/11/08,14393.447,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2020/10/13,18362.1139,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2019/09/10,18362.356,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2019/11/12,18362.476,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2019/06/11,18362.175,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2020/07/14,18362.959,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2020/05/12,18362.836,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2020/03/12,18362.720,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2020/12/08,18362.1256,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2019/07/09,18362.239,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2019/12/10,18362.535,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2020/02/11,18362.657,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2019/12/10,18362.1016,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2020/09/08,18362.1082,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2019/03/29,18362.30,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1903,Pro,2020/11/10,18362.1198,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1511,Enterprise,2016/02/09,10586.104,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1511,Pro,2016/03/08,10586.164,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1511,Pro,1970/01/01,10586.0,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1507,Pro,2015/07/29,10240,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,21H2,Pro,2022/04/19,19044.1645,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,21H2,Pro,2022/01/11,19044.1466,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,21H2,Pro,2021/12/14,19043.1415,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,21H2,Pro,2021/10/12,19044.1288,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,21H2,Pro,2022/02/15,19041.1526,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,21H2,Pro,2022/03/15,19041.1586,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,21H2,Pro,2022/05/17,19044.1706,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2018/12/11,17763.194,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2019/11/12,17763.864,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/03/12,17763.1098,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2019/05/19,17763.504,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/07/14,17763.1339,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2019/08/13,17763.678,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/10/13,17763.1518,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2019/10/08,17763.805,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2019/12/10,17763.914,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2019/07/09,17763.615,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2019/04/09,17763.437,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/01/14,17763.973,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/05/12,17763.1217,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/04/14,17763.1158,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/08/11,17763.1397,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/11/10,17763.1577,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
1001,0,Information,Microsoft-Windows-Networking-RealTimeCommunication/Tracing,,,Aoac,Windows 10,1809,Pro,2020/09/08,17763.1457,Object: {Object}; Channel ID:  {ChannelId}; Description: {StatusDescription}; Result: {ChannelStatus},{Object} | {ChannelId} | {StatusDescription} | {ChannelStatus}
