Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
0,0,,,,,,Windows 10,22H2,Pro,2022/12/20,19045.2364,,
0,0,,,,,,Windows 10,22H2,Pro,2022/11/15,19045.2251,,
0,0,,,,,,Windows 10,21H2,Pro,2022/12/20,19044.2364,,
0,0,,,,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,,
0,0,,,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,,
0,0,,,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,,
0,0,,,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,,
0,0,,,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,,
0,0,,,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,,
0,0,,,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,,
0,0,,,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,,
0,0,,,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,,
0,0,,,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,,
0,0,,,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,,
0,0,,,,,,Windows 10,21H1,Pro,2022/12/20,19043.2364,,
0,0,,,,,,Windows 10,21H1,Pro,2022/11/15,19043.2251,,
0,0,,,,,,Windows 10,21H1,Pro,2022/10/18,19043.213,,
0,0,,,,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,,
0,0,,,,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,,
0,0,,,,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,,
0,0,,,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,,
0,0,,,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,,
0,0,,,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,,
0,0,,,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,,
0,0,,,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,,
0,0,,,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,,
0,0,,,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,,
0,0,,,,,,Windows 10,21H1,Pro,2021/10/12,19043.1288,,
0,0,,,,,,Windows 10,21H1,Pro,2021/09/14,19043.1237,,
0,0,,,,,,Windows 10,21H1,Pro,2021/08/10,19043.1165,,
0,0,,,,,,Windows 10,21H1,Pro,2021/07/13,19043.111,,
0,0,,,,,,Windows 10,21H1,Pro,2021/06/08,19043.1052,,
0,0,,,,,,Windows 10,20H2,Pro,2022/04/19,19042.1645,,
0,0,,,,,,Windows 10,20H2,Pro,2022/01/11,19042.1466,,
0,0,,,,,,Windows 10,2004,Pro,2021/05/11,19041.985,,
0,0,,,,,,Windows 10,20H2,Pro,2021/05/11,19041.985,,
0,0,,,,,,Windows 10,2004,Pro,2021/04/13,19041.928,,
0,0,,,,,,Windows 10,20H2,Pro,2021/04/13,19041.928,,
0,0,,,,,,Windows 10,2004,Pro,2021/03/09,19041.867,,
0,0,,,,,,Windows 10,20H2,Pro,2021/03/09,19041.867,,
0,0,,,,,,Windows 10,2004,Pro,2021/02/09,19041.804,,
0,0,,,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,,
0,0,,,,,,Windows 10,2004,Pro,2021/01/12,19041.746,,
0,0,,,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,,
0,0,,,,,,Windows 10,2004,Pro,2020/12/08,19041.685,,
0,0,,,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,,
0,0,,,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,,
0,0,,,,,,Windows 10,2004,Pro,2020/11/10,19041.63,,
0,0,,,,,,Windows 10,2004,Pro,2020/10/13,19041.572,,
0,0,,,,,,Windows 10,2004,Pro,2020/09/08,19041.508,,
0,0,,,,,,Windows 10,2004,Pro,2020/08/11,19041.45,,
0,0,,,,,,Windows 10,2004,Pro,2020/07/14,19041.388,,
0,0,,,,,,Windows 10,2004,Pro,2020/06/09,19041.329,,
0,0,,,,,,Windows 10,2004,Pro,2020/05/27,19041.264,,
0,0,,,,,,Windows 10,2004,Pro,2020/04/16,19041.208,,
0,0,,,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,,
0,0,,,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,,
0,0,,,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,,
0,0,,,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,,
0,0,,,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,,
0,0,,,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,,
0,0,,,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,,
0,0,,,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,,
0,0,,,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,,
0,0,,,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,,
0,0,,,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,,
0,0,,,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,,
0,0,,,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,,
