Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
200,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_DriverPnP,,_BTHMINI_KEYWORD,Windows 11,24H2,Pro,2024/10/2,26100.1742,Bluetooth Transport Extensibility Miniport driver does not support Lower Filter Driver BthXDDI version Major({Major}) Minor({Minor}) Service({Service}).,{Major} | {Minor} | {Service}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,22H2,Pro,2023/03/21,19045.2728,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,22H2,Pro,2023/02/21,19045.2604,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,22H2,Pro,2023/01/17,19045.2486,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,22H2,Pro,2022/12/20,19045.2364,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,22H2,Pro,2022/11/15,19045.2251,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2023/03/21,19044.2728,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2023/02/21,19044.2604,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2023/01/17,19044.2486,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/12/20,19044.2364,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/11/15,19044.2251,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/10/18,19044.213,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/09/20,19044.2006,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/08/16,19044.1889,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/07/19,19044.1826,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/06/21,19044.1766,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/05/17,19044.1706,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/04/19,19044.1645,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2022/01/11,19044.1466,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2021/10/12,19044.1288,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2021/04/13,19043.928,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/12/20,19043.2364,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/11/15,19043.2251,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/10/18,19043.213,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/09/20,19043.2006,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/08/16,19043.1889,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/07/19,19043.1826,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/06/21,19043.1766,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/05/17,19043.1706,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/04/19,19043.1645,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2022/01/11,19043.1466,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2021/12/14,19043.1415,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H2,Pro,2021/12/14,19043.1415,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2021/11/09,19043.1348,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2021/10/12,19043.1288,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2021/09/14,19043.1237,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2021/08/10,19043.1165,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2021/07/13,19043.111,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,21H1,Pro,2021/06/08,19043.1052,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,20H2,Pro,2022/04/19,19042.1645,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,20H2,Pro,2022/01/11,19042.1466,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
201,0,Error,Microsoft-Windows-Bluetooth-BthMini/Operational,BthMini_ReadPump,,_BTHMINI_KEYWORD,Windows 10,2004,Pro,2021/05/11,19041.985,Bluetooth Transport Extensibility Miniport driver received a HCI Event Packet with invalid length- Expected Length (Min={ExpectedLengthMin} to Max={ExpectedLengthMax}) but Actual Length({ActualLength}).,{ExpectedLengthMin} | {ExpectedLengthMax} | {ActualLength}
