Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1101,0,Information,System,,,,Windows 11,24H2,Pro,2024/10/2,26100.1742,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,22H2,Pro,2022/11/15,22621.819,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,22H2,Pro,2022/10/18,22621.674,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,22H2,Pro,2022/09/20,22621.382,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,22H2,Pro,2023/03/21,22621.1413,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,22H2,Pro,2023/02/21,22621.1265,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,22H2,Pro,2023/01/17,22621.1105,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2023/03/21,22000.1696,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2023/02/21,22000.1574,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2023/01/17,22000.1455,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2023/03/21,20348.1607,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,22H2,Pro,2023/03/21,19045.2728,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,22H2,Pro,2023/02/21,19045.2604,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,22H2,Pro,2023/01/17,19045.2486,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,22H2,Pro,2022/12/20,19045.2364,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,22H2,Pro,2022/11/15,19045.2251,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2023/03/21,19044.2728,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2023/02/21,19044.2604,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2023/01/17,19044.2486,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/12/20,19044.2364,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/12/20,19043.2364,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/11/15,19043.2251,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/10/18,19043.213,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/05/17,19043.1706,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/04/19,19043.1645,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2022/01/11,19043.1466,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2021/12/14,19043.1415,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H2,Pro,2021/12/14,19043.1415,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
1101,0,Information,System,,,,Windows 10,21H1,Pro,2021/11/09,19043.1348,The Windows Memory Diagnostic tested the computer's memory and detected no errors,
