Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1909,Pro,2021/02/11,18363.1379,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1909,Pro,2021/03/09,18363.1440,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1909,Pro,2020/05/12,18363.836,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1909,Pro,2020/11/10,18363.1198,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1909,Pro,2020/12/08,18363.1256,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1909,Pro,2020/09/08,18363.1082,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1909,Pro,2020/01/14,18363.592,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1909,Pro,2020/03/12,18363.720,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2021/06/08,19043.1052,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2021/12/14,19043.1415,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2021/04/13,19043.928,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2021/10/12,19043.1288,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2022/01/11,19043.1466,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2021/07/13,19043.1110,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2022/03/15,19041.1586,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2021/08/10,19043.1165,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2022/02/15,19041.1526,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2022/05/17,19043.1706,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2022/04/19,19043.1645,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2021/11/09,19043.1348,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,21H1,Pro,2021/09/14,19043.1237,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 8,8,Pro,1970/01/01,9200,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 8.1,8.1,Pro,1970/01/01,9600,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro,2022/02/15,22000.493,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro,2022/05/17,22000.675,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro,2022/04/19,22000.613,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro,2022/03/15,22000.556,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro,2021/11/09,22000.318,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro,2022/01/11,22000.434,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro,2021/09/16,22000.194,AuthHost completed navigation to URL: <{Url}>.,{Url}
1010,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 11,21H2,Pro,2021/12/14,22000.376,AuthHost completed navigation to URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2021/05/11,17763.1935,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2021/08/10,17763.2114,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/01/14,17763.973,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2021/03/09,17763.1817,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/06/09,17763.1282,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/08/11,17763.1397,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/10/13,17763.1518,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/04/14,17763.1158,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/03/10,17763.1098,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/12/08,17763.1637,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2018/11/13,17763.107,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2019/12/10,17763.914,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2021/04/13,17763.1879,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/09/10,17763.1457,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2019/09/10,17763.737,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2019/11/12,17763.864,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/11/10,17763.1577,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/05/12,17763.1217,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2021/06/08,17763.1999,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/07/14,17763.1339,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2021/01/12,17763.1697,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2019/08/13,17763.678,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2019/03/12,17763.379,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2021/02/09,17763.1757,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2021/07/13,17763.2061,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2019,1809,Standard,2020/02/11,17763.1039,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2016,1607,Standard,2016/11/08,14393.447,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2016,1607,Standard,2016/10/12,14393.0,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2016,1607,Standard,2017/11/14,14393.1884,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2021/09/14,20348.230,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows Server 2022,21H2,Standard,2021/11/09,20348.350,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/08/13,17134.950,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/09/10,17134.1006,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/01/08,17763.253,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/03/12,17134.648,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,1970/01/01,17134.1,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2018/08/14,17134.228,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/01/08,17134.523,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/04/09,17134.706,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2018/09/11,17134.285,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2018/06/12,17134.112,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/06/11,17134.829,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/05/19,17134.766,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1803,Pro,2019/07/09,17134.885,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/01/12,19041.746,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2022/02/15,19041.1526,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2022/04/19,19042.1645,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/04/13,19041.928,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/03/09,19041.867,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/07/13,19041.1110,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/11/09,19041.1348,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2020/12/08,19041.685,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/09/14,19041.1237,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/12/14,19041.1415,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2020/11/19,19041.631,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/10/12,19041.1288,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/02/09,19041.804,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2022/03/15,19041.1586,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2022/01/11,19042.1466,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/06/08,19041.1052,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/08/10,19041.1165,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,20H2,Pro,2021/05/11,19041.985,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1607,Pro,2016/11/08,14393.447,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1903,Pro,2020/10/13,18362.1139,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1903,Pro,2019/09/10,18362.356,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1903,Pro,2019/11/12,18362.476,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1903,Pro,2019/06/11,18362.175,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1903,Pro,2020/07/14,18362.959,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1903,Pro,2020/05/12,18362.836,AuthHost completed document from URL: <{Url}>.,{Url}
1011,0,Information,Operational,Navigation Complete,Stop,AuthHost,Windows 10,1903,Pro,2020/03/12,18362.720,AuthHost completed document from URL: <{Url}>.,{Url}
