Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
2,0,Error,Application,,,,Windows 11,22H2,Pro,2022/12/20,22621.963,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using synchronous pipes has been called on on protocol sequence {RPC ProtocolSequence} interface with unique identifier {InterfaceGUID}. Usage and support of synchronous pipes on this protocol sequence has been deprecated for this release of Windows. For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId} | {InterfaceGUID}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/09/20,22000.978,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/08/16,22000.856,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/07/19,22000.795,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/04/19,22000.613,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/03/15,22000.556,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/02/15,22000.493,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/01/11,22000.434,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2021/12/14,22000.376,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2021/11/09,22000.318,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2021/09/16,22000.194,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2023/02/21,22000.1574,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2023/01/17,22000.1455,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,22H2,Pro,2023/01/17,19045.2486,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,22H2,Pro,2022/12/20,19045.2364,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,22H2,Pro,2022/11/15,19045.2251,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2023/02/21,19044.2604,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2023/01/17,19044.2486,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/12/20,19044.2364,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/10/18,19044.213,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
4,0,Error,Application,,,,Windows 10,21H1,Pro,2021/04/13,19043.928,Application ({ApplicationName}) (PID: {ProcessId}) is using Windows functionality that is not present in this release of Windows. For obtaining an updated version of the application; please; contact the application vendor. The technical information that needs to be conveyed to the application vendor is this: 'An RPC method using the name service has been called. Usage and support for the RPC name service has been deprecated for this release of Windows.  For information on the deprecation process; please; see http://go.microsoft.com/fwlink/?LinkId=36415.'  User Action Contact the application vendor for updated version of the application.,{ApplicationName} | {ProcessId}
