Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
4001,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Qualified,,,Windows 11,21H2,Pro,2022/06/21,22000.739,Network connected device (Name: {String1}; Model {String2}) got qualified for automatic setup,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/03/09,19041.867,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2021/02/09,19041.804,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/02/09,19041.804,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2021/01/12,19041.746,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/01/12,19041.746,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/12/08,19041.685,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2020/12/08,19041.685,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2020/11/19,19041.631,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/11/10,19041.63,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/10/13,19041.572,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/09/08,19041.508,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/08/11,19041.45,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/07/14,19041.388,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/06/09,19041.329,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/05/27,19041.264,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2020/04/16,19041.208,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2021/11/09,19041.1348,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2021/10/12,19041.1288,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2021/09/14,19041.1237,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2021/08/10,19041.1165,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2021/07/13,19041.111,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/07/13,19041.111,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,2004,Pro,2021/06/08,19041.1052,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/07/14,18363.959,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/06/09,18363.9,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/05/12,18363.836,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/04/14,18363.778,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/03/12,18363.72,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/02/11,18363.657,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/01/14,18363.592,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2019/12/10,18363.535,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2019/10/05,18363.418,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2021/06/08,18363.1621,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2021/05/11,18363.1556,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2021/04/13,18363.15,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2021/03/09,18363.144,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2021/02/11,18363.1379,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2021/01/12,18363.1316,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/12/08,18363.1256,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/11/10,18363.1198,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/10/13,18363.1139,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/09/08,18363.1082,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1909,Pro,2020/08/11,18363.1016,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2020/07/14,18362.959,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2020/05/12,18362.836,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2020/03/12,18362.72,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2020/02/11,18362.657,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2019/12/10,18362.535,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2019/11/12,18362.476,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2019/09/10,18362.356,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2019/03/29,18362.3,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2019/07/09,18362.239,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2019/06/11,18362.175,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2020/12/08,18362.1256,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2020/11/10,18362.1198,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2020/10/13,18362.1139,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2020/09/08,18362.1082,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1903,Pro,2019/12/10,18362.1016,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/01/14,17763.973,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/12/10,17763.914,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/11/12,17763.864,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/10/08,17763.805,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/09/10,17763.737,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/08/13,17763.678,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/07/09,17763.615,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/06/11,17763.557,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/05/19,17763.504,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/04/09,17763.437,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/03/12,17763.379,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2019/02/12,17763.316,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/01/08,17763.253,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2018/12/11,17763.194,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/11/10,17763.1577,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/10/13,17763.1518,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/09/08,17763.1457,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/08/11,17763.1397,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/07/14,17763.1339,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/06/09,17763.1282,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/05/12,17763.1217,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/04/14,17763.1158,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/03/12,17763.1098,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2018/11/13,17763.107,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1809,Pro,2020/02/11,17763.1039,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/08/13,17134.95,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/07/09,17134.885,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/06/11,17134.829,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/05/19,17134.766,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/04/09,17134.706,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/03/12,17134.648,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/01/08,17134.523,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2018/09/11,17134.285,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2018/08/14,17134.228,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2018/06/12,17134.112,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,2019/09/10,17134.1006,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1803,Pro,1970/01/01,17134.1,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1709,Pro,2017/11/14,16299.64,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1709,Pro,2017/11/14,16299.15,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1709,Pro,2017/12/12,16299.125,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
4007,0,Information,Microsoft-Windows-NcdAutoSetup/Operational,Device Disqualified,,,Windows 10,1703,Pro,2017/07/11,15063.483,Network connected device (Name: {String1}; Model {String2}) got disqualified for automatic setup because its device PnP-X Id property is missing,{String1} | {String2}
