Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,22H2,Pro,2022/12/20,22621.963,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,22H2,Pro,2022/11/15,22621.819,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,22H2,Pro,2022/10/18,22621.674,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,22H2,Pro,2022/09/20,22621.382,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,22H2,Pro,2023/03/21,22621.1413,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,22H2,Pro,2023/02/21,22621.1265,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,22H2,Pro,2023/01/17,22621.1105,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/09/20,22000.978,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/08/16,22000.856,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/07/19,22000.795,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/06/21,22000.739,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/05/17,22000.675,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/04/19,22000.613,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/03/15,22000.556,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/02/15,22000.493,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/01/11,22000.434,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2021/12/14,22000.376,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2021/11/09,22000.318,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2021/09/16,22000.194,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2023/03/21,22000.1696,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2023/02/21,22000.1574,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2023/01/17,22000.1455,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/12/20,22000.1335,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/11/15,22000.1219,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro,2022/10/18,22000.1098,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 11,21H2,Pro-Dev,1970/01/01,21996.1,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/08/16,20348.887,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/07/19,20348.825,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/06/21,20348.768,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/05/17,20348.707,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/04/19,20348.643,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.587,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/02/15,20348.524,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/01/11,20348.469,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2021/12/08,20348.405,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2021/11/09,20348.35,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2021/10/12,20348.288,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2021/09/14,20348.23,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2021/08/18,20348.169,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2023/03/21,20348.1607,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2023/02/21,20348.1547,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2023/01/17,20348.1487,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/12/20,20348.1366,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/11/15,20348.1249,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/10/18,20348.1129,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows Server 2022,21H2,Standard,2022/09/20,20348.1006,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,22H2,Pro,2023/03/21,19045.2728,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,22H2,Pro,2023/02/21,19045.2604,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,22H2,Pro,2023/01/17,19045.2486,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,22H2,Pro,2022/12/20,19045.2364,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,22H2,Pro,2022/11/15,19045.2251,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2023/03/21,19044.2728,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2023/02/21,19044.2604,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2023/01/17,19044.2486,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/12/20,19044.2364,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/11/15,19044.2251,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/10/18,19044.213,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/09/20,19044.2006,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/08/16,19044.1889,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/07/19,19044.1826,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/06/21,19044.1766,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/05/17,19044.1706,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/04/19,19044.1645,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2022/01/11,19044.1466,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H2,Pro,2021/10/12,19044.1288,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H1,Pro,2021/04/13,19043.928,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H1,Pro,2022/12/20,19043.2364,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H1,Pro,2022/11/15,19043.2251,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H1,Pro,2022/10/18,19043.213,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H1,Pro,2022/09/20,19043.2006,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H1,Pro,2022/08/16,19043.1889,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H1,Pro,2022/07/19,19043.1826,,
100,0,Error,Operational,TTLS authentication failed event,,,Windows 10,21H1,Pro,2022/06/21,19043.1766,,
